Name,Price,Cuisine_Category,City,Region,Cuisine_Type,Timing,Rating_Types,Rating,Votes
John's Kitchen,350,"Chinese,Momos",Guwahati,Christian Basti,Quick Bites,130pm to 10pm(Mon-Sun),Excellent,4.6,785
Frozen Stone,200,"Desserts,Ice Cream,Bakery",Guwahati,Paltan Bazaar,Dessert Parlor,11am to 12midnight(Mon-Sun),Very Good,4.0,99
The Steaming Mug,800,Cafe,Guwahati,Uzan Bazaar,Café,1030am to 1030pm(Mon-Sun),Very Good,4.2,541
Chicago Pizza,400,"Pizza,Italian,Continental,Fast Food",Guwahati,Christian Basti,Quick Bites,11am to 11pm(Mon-Sun),Good,3.7,100
The Dhaba,700,"North Indian,Biryani",Guwahati,Silpukhuri,Quick Bites,9am to 1030pm(Mon-Sun),Very Good,4.1,646
Cafe Gram,350,"Chinese,Biryani",Guwahati,Zoo Tiniali,Café,930am to 930pm(Mon-Sun),Very Good,4.0,154
Saatvik,1000,"North Indian,South Indian,Chinese",Guwahati,Fancy Bazaar,Casual Dining,9am to 11pm(Mon-Sun),Good,3.7,133
Mast Biryani,550,"North Indian,Biryani",Guwahati,Zoo Tiniali,Quick Bites,1130am to 1030pm(Mon-Sun),Excellent,4.5,881
O Maa Go,800,Bengali,Guwahati,Ulubari,Casual Dining,"10am to 430pm,7pm to 11pm(Mon-Sun)",Good,3.6,178
Keventers,400,"Desserts,Beverages,Ice Cream",Guwahati,Uzan Bazaar,Beverage Shop,11am to 11pm(Mon-Sun),Very Good,4.1,149
Nanz Cafe,800,"Cafe,Momos",Guwahati,Zoo Tiniali,Café,11am to 1030pm(Mon-Sun),Excellent,4.5,247
The Zouq : Resto-Cafe,700,"Chinese,Cafe,Italian,North Indian",Guwahati,Beltola,Café,1030am to 10pm(Mon-Sun),Good,3.8,594
Kalpana Restaurant,400,"Mithai,North Indian,Chinese",Guwahati,Maligaon,Sweet Shop,830am to 930pm(Mon-Sun),Average,3.2,7
Xika,500,"Chinese,North Indian",Guwahati,Paltan Bazaar,Casual Dining,"10am to 430pm,530pm to 10pm(Mon-Sun)",Average,2.9,5
Magpie Restaurant,700,"Chinese,North Indian,South Indian",Guwahati,Hotel Lilawati Grand-- Pan Bazaar,Fine Dining,730am to 1030pm(Mon-Sun),Average,2.9,3
Food O'Clock,450,"North Indian,Chinese",Guwahati,Zoo Tiniali,Quick Bites,"11am to 10pm(Mon-Sat),5pm to 10pm(Sun)",Average,3.1,4
Charcoal Cafe,200,"Cafe,Fast Food",Guwahati,Six Mile,Café,11am to 10pm(Mon-Sun),Average,3.2,4
Woodland Dhaba,300,"Chinese,Fast Food",Guwahati,Beltola,Quick Bites,10am to 10pm(Mon-Sun),Average,3.0,5
Red Spice,650,"North Indian,Chinese,Italian",Guwahati,Zoo Tiniali,Casual Dining,10am to 10pm(Mon-Sun),Average,3.0,6
Pork Restaurant,350,North Eastern,Guwahati,Amingaon,Quick Bites,930am to 10pm(Mon-Sun),Average,3.2,4
Manjuli Dhaba,450,"North Indian,Fast Food",Guwahati,Narengi Tinali,Quick Bites,1030am to 930pm(Mon-Sun),Average,2.9,4
Legend,700,"Chinese,North Indian",Guwahati,Paltan Bazaar,Casual Dining,10am to 1030pm(Mon-Sun),Average,2.8,1
Food Doof,250,North Indian,Guwahati,Uzan Bazaar,Quick Bites,10am to 930pm(Mon-Sun),Average,3.1,4
The Royal Crown,800,North Indian,Guwahati,Christian Basti,Casual Dining,11am to 11pm(Mon-Sun),Good,3.6,46
Foodie's World,350,"Fast Food,Pizza",Guwahati,Amingaon,Quick Bites,11am to 11pm(Mon-Sun),Average,3.0,28
New Momo Ghar,200,"Fast Food,Tibetan",Guwahati,Chandmari,Quick Bites,11am to 12midnight(Mon-Sun),Good,3.6,49
Dekchi,200,"North Indian,Chinese",Guwahati,Ganeshguri,Casual Dining,1pm to 1am(Mon-Sun),Good,3.5,14
Meat & Eat,400,"American,Fast Food",Guwahati,Jalukbari,Quick Bites,10am to 11pm(Mon-Sun),Average,3.4,47
Meat Durbari,250,North Indian,Guwahati,Christian Basti,Quick Bites,630pm to 11pm(Mon-Sun),Good,3.6,39
Taste of Kolkata,500,"Chinese,Bengali,North Indian",Guwahati,Christian Basti,Quick Bites,12noon to 11pm(Mon-Sun),Good,3.6,47
Kukura,600,"North Indian,Chinese,Momos",Guwahati,Ulubari,Quick Bites,1pm to 11pm(Mon-Sun),Average,3.4,37
Silver Dine Multicuisine Restaurant,600,"North Indian,Chinese,Continental",Guwahati,Amingaon,Casual Dining,11am to 11pm(Mon-Sun),Average,2.8,62
Avijit Bar & Restaurant,600,"North Indian,Chinese",Guwahati,Maligaon,Casual Dining,12noon to 11pm(Mon-Sun),Average,2.7,48
Kerala Cafe,450,"South Indian,North Indian",Guwahati,Hatigaon,Café,10am to 11pm(Mon-Sun),Average,3.2,41
Food Mafia,1100,"North Indian,Italian,Chinese",Guwahati,Beltola,Casual Dining,12noon to 11pm(Mon-Sun),Good,3.5,21
Pabrai's Fresh & Naturelle Ice Creams,200,"Desserts,Ice Cream",Guwahati,Uzan Bazaar,Dessert Parlor,11am to 11pm(Mon-Sun),Good,3.9,20
D' Yellow Plate,300,"Chinese,Continental",Guwahati,Uzan Bazaar,Quick Bites,11am to 11pm(Mon-Sun),Good,3.7,20
The Humble Chef,200,"North Indian,Chinese,Fast Food",Guwahati,Hatigaon,none,12noon to 11pm(Mon-Sun),Good,3.6,7
Fat J's Cookhouse,300,Fast Food,Guwahati,Paltan Bazaar,Quick Bites,"Closed(Mon),12noon to 11pm(Tue-Sun)",Good,3.8,35
Mad Over Burgers,300,Burger,Guwahati,Chandmari,Quick Bites,11am to 11pm(Mon-Sun),Good,3.5,33
Dine o Might,700,North Indian,Guwahati,Six Mile,Quick Bites,"12noon to 11pm(Mon-Sat),5pm to 11pm(Sun)",Average,3.1,22
5 Spice,300,"Chinese,Fast Food",Guwahati,Hatigaon,Quick Bites,11am to 1130pm(Mon-Sun),Average,3.4,9
Bawarchi Da Dhaba,500,North Indian,Guwahati,Khanapara,Casual Dining,1030am to 1130pm(Mon-Sun),Average,2.8,35
Pudina Pork Town,250,"Assamese,Bengali",Guwahati,Paltan Bazaar,Casual Dining,11am to 11pm(Mon-Sun),Average,3.3,15
Snap Dine Express,400,"North Indian,Chinese",Guwahati,Zoo Tiniali,Quick Bites,11am to 11pm(Mon-Sun),Good,3.5,12
Tripti,250,"North Indian,Chinese",Guwahati,Kahilipara,Quick Bites,930am to 11pm(Mon-Sun),Average,3.4,16
Dilkush Punjabi Dhaba,300,"North Indian,Fast Food,Biryani",Guwahati,Paltan Bazaar,Quick Bites,530am to 1230AM(Mon-Sun),Average,2.7,42
Nand Gopala,500,"Fast Food,Biryani",Guwahati,Paltan Bazaar,Casual Dining,8am to 12midnight(Mon-Sun),Average,2.7,29
JG's,200,"North Indian,Chinese",Guwahati,Paltan Bazaar,Quick Bites,6am to 12midnight(Mon-Sun),Poor,2.3,29
Shere Punjab,350,North Indian,Guwahati,Khanapara,Quick Bites,1130am to 12midnight(Mon-Sun),Good,3.6,15
Cygnett Pavilion,1200,"North Indian,Continental,Chinese",Guwahati,Cygnett Inn Repose-- Bhangagarh,Casual Dining,24,Good,3.6,29
Cilantro,200,"North Indian,Chinese,Assamese",Guwahati,Kahilipara,Quick Bites,11am to 11pm(Mon-Sun),Average,3.4,11
Metro Spice,250,"Chinese,Fast Food",Guwahati,Six Mile,none,12noon to 1am(Mon-Sun),Good,3.6,34
Friends Fast Food & BBQ,300,"Chinese,Momos,Rolls",Guwahati,Beltola,Quick Bites,1pm to 1am(Mon-Sun),Average,3.4,13
Club Dine Music Dance & Tulip Restaurant,800,"North Indian,Chinese",Guwahati,Six Mile,Lounge,1pm to 12midnight(Mon-Sun),Average,2.7,38
Assam Kitchen,400,"South Indian,Assamese",Guwahati,Narengi Tinali,Casual Dining,12noon to 11pm(Mon-Sun),Good,3.5,18
