Name,Price,Cuisine_Category,City,Region,Cuisine_Type,Timing,Rating_Types,Rating,Votes
Quality and Taste QT,350,"Biryani,South Indian,North Indian",Chennai,Navallur,Casual Dining,"8am to 11am,12noon to 4pm,6pm to 11pm(Mon-Sun)",Good,3.5,58
Cream Feast,300,"Ice Cream,Fast Food",Chennai,Adambakkam,Dessert Parlor,11am to 11pm(Mon-Sun),Good,3.5,41
OCD - Obsessive Cupcake Disorder,400,"Bakery,Desserts",Chennai,Perambur,Bakery,10am to 8pm(Mon-Sun),Good,3.7,33
Yumla,300,"Fast Food,Beverages",Chennai,Porur,Quick Bites,11am to 11pm(Mon-Sun),Good,3.7,30
Kunti Ande Ka Funda,300,"North Indian,Chinese",Chennai,Vandalur,Quick Bites,830am to 9pm(Mon-Sun),Average,3.3,50
Nalabagamm,650,"North Indian,Chinese",Chennai,Avadi,Casual Dining,"12noon to 330pm,630pm to 1030pm(Mon-Sun)",Average,3.3,48
Absolute Arusuvai,200,"South Indian,North Indian,Street Food",Chennai,T. Nagar,Casual Dining,630am to 1030pm(Mon-Sun),Good,3.7,44
New Paradise Biriyani,450,"Biryani,North Indian,South Indian",Chennai,Spencer Plaza Mall-- Thousand Lights,Casual Dining,12noon to 930pm(Mon-Sun),Average,3.3,39
Thariq Biriyani,250,"Biryani,Hyderabadi",Chennai,Velachery,Quick Bites,11am to 11pm(Mon-Sun),Average,3.4,56
Kalmane Koffees,300,"Cafe,Fast Food",Chennai,Ampa Skywalk Mall-- Aminijikarai,Beverage Shop,10am to 10pm(Mon-Sun),Average,3.0,39
Grill and Barbecue Hut,300,BBQ,Chennai,Ambattur,Quick Bites,11am to 11pm(Mon-Sun),Average,2.8,41
Sri Kumaran Chettinadu Hotel,400,"North Indian,Chinese",Chennai,Thuraipakkam,Casual Dining,7am to 11pm(Mon-Sun),Average,3.4,35
The Shawarma Shop,300,Lebanese,Chennai,Madipakkam,none,"530pm to 1030pm(Mon-Fri),5pm to 1030pm(Sat-Sun)",Average,2.9,47
New Sri Balaji Bhavan,300,"South Indian,Chinese",Chennai,Kolathur,Quick Bites,7am to 11pm(Mon-Sun),Good,3.7,47
Just Orient,550,"North Indian,Chinese",Chennai,RA Puram,Casual Dining,"12noon to 4pm,7pm to 11pm(Mon-Sun)",Average,3.4,49
Aaryan Veg Restaurant,300,"South Indian,Chinese",Chennai,Ambattur,Casual Dining,630am to 10pm(Mon-Sun),Good,3.5,49
Cake Lake,200,"Bakery,Fast Food",Chennai,Washermenpet,Bakery,11am to 11pm(Mon-Sun),Average,3.3,9
S My Hotel,250,"South Indian,North Indian,Chinese",Chennai,Royapettah,Quick Bites,"7am to 1030pm(Mon-Sat),7am to 1230pm(Sun)",Average,2.9,37
Delicacy,500,"Sandwich,Fast Food",Chennai,Guindy,Quick Bites,11am to 11pm(Mon-Sun),Good,3.5,47
Hotel Deccan,450,"Biryani,Chettinad,North Indian",Chennai,Purasavakkam,Quick Bites,7am to 11pm(Mon-Sun),Average,3.4,42
Bread Winners,400,"Bakery,Fast Food",Chennai,Pallavaram,Bakery,11am to 11pm(Mon-Sun),Average,3.4,39
Amul Ice Cream,150,"Desserts,Ice Cream",Chennai,Velachery,Dessert Parlor,11am to 11pm(Mon-Sun),Good,3.5,47
Rasa Parathas,300,"North Indian,Chinese",Chennai,OMR Food Street-- Navallur,Quick Bites,11am to 11pm(Mon-Sun),Good,3.6,42
Chick Blast,500,Fast Food,Chennai,Selaiyur,Quick Bites,10am to 1030pm(Mon-Sun),Average,2.6,29
Sandwich Square,350,"Sandwich,Fast Food",Chennai,Purasavakkam,Quick Bites,10am to 11pm(Mon-Sun),Good,3.6,36
Hotel Janapriya,600,"Biryani,South Indian,Hyderabadi,Andhra",Chennai,Egatoor,Casual Dining,"11am to 330pm,7pm to 11pm(Mon-Sun)",Average,3.3,29
Idli Factory,150,"Healthy Food,South Indian",Chennai,Mylapore,Quick Bites,11am to 10pm(Mon-Sun),Average,2.8,41
Karol Bagh,150,Street Food,Chennai,Kilpauk,Kiosk,4pm to 10pm(Mon-Sun),Average,3.3,27
Just Now Came Bro Cafe,200,"Beverages,Fast Food",Chennai,Kanchipuram District,none,9am to 11pm(Mon-Sun),Good,3.5,33
Hotel Parkway Inn,500,"North Indian,Chinese",Chennai,Old Mahabalipuram Road (OMR),Casual Dining,11am to 11pm(Mon-Sun),Average,3.1,34
Hot Box,300,"Chinese,North Indian,Fast Food,Beverages",Chennai,Velachery,Quick Bites,11am to 3am(Mon-Sun),Average,3.2,188
Five Star Chicken,200,Fast Food,Chennai,Pallavaram,Quick Bites,11am to 1030pm(Mon-Sun),Good,3.6,67
